Date,TCS,INFY,WIPRO,TECHM,HCLTECH,MPHASIS,HDFCBANK,ICICIBANK,KOTAKBANK,AXISBANK,SBIN,INDUSINDBK,BANDHANBNK,BAJFINANCE,BAJAJFINSV,HDFCAMC,SBILIFE,ICICIPRU,RELIANCE,ONGC,BPCL,POWERGRID,NTPC,HINDUNILVR,ITC,NESTLEIND,BRITANNIA,DABUR,MARUTI,TATAMOTORS,BAJAJ-AUTO,HEROMOTOCO,EICHERMOT,SUNPHARMA,DRREDDY,CIPLA,DIVISLAB,TITAN,ASIANPAINT,PIDILITIND,HAVELLS,BHARTIARTL,LT,ADANIPORTS,SIEMENS,ABB,ULTRACEMCO,AMBUJACEM,JSWSTEEL,TATASTEEL
2017-02-16,1520.38,1063.74,565.0,1247.38,1128.67,816.17,1226.74,288.6,747.31,626.04,378.83,696.22,539.84,2175.42,1266.24,3300.57,719.64,427.73,925.59,303.82,383.77,131.39,162.0,767.16,355.12,8817.45,2623.41,580.78,6594.83,200.82,2105.9,3230.4,4113.04,728.1,5621.86,546.58,3343.08,451.76,753.99,1114.61,274.13,423.29,1294.19,268.9,2101.55,1305.24,2602.22,412.19,164.19,468.91
2017-02-17,1541.19,1070.83,564.98,1244.05,1121.28,803.17,1254.6,292.01,756.01,633.99,377.93,684.7,534.55,2232.11,1290.31,3294.83,714.9,431.82,928.61,305.19,374.99,131.76,161.53,764.59,353.1,8777.21,2635.83,574.56,6596.49,202.28,2096.56,3188.25,4057.4,716.79,5621.91,546.97,3330.57,452.84,745.44,1115.82,268.08,415.96,1296.96,266.2,2101.41,1293.9,2566.35,408.62,163.46,470.34
2017-02-20,1565.03,1058.58,557.64,1240.31,1121.26,808.23,1244.71,290.98,757.24,629.89,376.91,684.45,538.16,2243.84,1294.06,3330.18,693.39,428.21,920.16,301.63,367.79,131.56,158.29,769.96,351.82,8830.77,2592.13,571.3,6668.09,201.77,2082.43,3207.4,4158.91,718.98,5563.11,545.8,3258.83,449.52,747.93,1100.68,266.24,418.37,1297.3,263.18,2105.12,1256.3,2615.25,407.68,158.11,475.45
2017-02-21,1540.59,1049.96,554.48,1247.07,1122.48,797.48,1252.16,292.14,749.27,635.32,379.3,684.92,522.55,2272.83,1304.46,3412.23,699.09,428.03,917.64,300.57,368.7,129.56,158.67,766.59,347.01,8868.27,2587.99,575.56,6723.66,200.98,2080.49,3235.69,4073.01,713.32,5482.45,551.74,3230.58,444.75,752.13,1106.01,261.82,421.43,1297.07,264.49,2089.38,1256.26,2613.04,404.31,153.33,485.06
2017-02-22,1552.31,1071.48,564.2,1262.69,1124.14,806.41,1272.7,295.14,766.86,627.97,383.32,675.38,523.95,2375.36,1306.05,3402.28,693.56,426.19,916.06,301.65,375.49,130.45,158.21,773.01,348.98,8872.11,2627.13,582.14,6695.7,201.28,2090.0,3219.52,4127.29,708.85,5593.58,558.81,3215.0,450.13,762.41,1115.85,257.5,426.28,1273.43,262.22,2089.32,1244.88,2586.76,410.41,156.53,487.18
2017-02-23,1537.88,1064.54,577.52,1262.21,1133.84,820.34,1266.21,300.32,762.71,633.46,388.25,675.31,534.75,2363.7,1290.65,3418.76,706.14,428.98,920.8,301.9,372.86,129.7,158.4,766.1,345.17,8880.77,2592.7,586.57,6700.49,201.04,2076.5,3234.92,4188.89,704.65,5587.84,564.24,3196.66,464.26,770.16,1139.22,259.23,425.03,1286.5,257.24,2144.42,1243.91,2589.61,406.6,156.93,499.09
2017-02-24,1592.04,1071.68,568.59,1277.69,1135.62,844.18,1273.75,297.66,758.25,634.37,380.93,684.89,519.86,2353.88,1302.8,3397.11,698.81,435.52,924.96,299.97,368.73,130.02,158.85,757.74,352.36,8745.54,2561.32,585.32,6791.25,203.28,2075.01,3249.58,4208.08,690.44,5518.66,561.46,3279.56,465.12,766.45,1150.99,260.17,438.69,1308.22,247.6,2154.52,1222.13,2573.08,407.79,157.92,501.49
2017-02-27,1626.06,1073.22,582.2,1310.27,1200.39,860.64,1285.5,308.6,747.98,662.71,392.99,682.52,526.85,2346.28,1305.75,3441.44,706.8,448.7,934.16,305.94,372.57,131.68,160.85,760.37,360.64,8911.03,2529.37,597.56,6894.07,206.33,2100.23,3311.74,4292.1,693.54,5492.48,568.95,3343.87,466.76,779.08,1149.4,267.2,434.58,1317.82,249.66,2183.75,1237.6,2581.62,418.24,159.23,494.01
2017-02-28,1655.21,1057.22,585.03,1296.46,1179.1,855.62,1269.31,307.31,753.12,653.95,396.06,685.56,521.09,2291.16,1325.88,3498.46,713.18,457.0,933.28,315.68,374.39,131.91,162.32,757.58,365.14,8912.99,2551.86,594.16,6960.56,202.57,2110.57,3342.6,4236.12,684.84,5626.35,566.68,3359.38,454.43,783.01,1148.27,270.02,433.97,1331.28,249.43,2191.31,1239.63,2639.43,413.07,157.77,493.17
2017-03-01,1658.22,1042.51,579.81,1274.96,1167.21,869.18,1258.78,308.22,753.67,656.02,396.91,691.09,521.24,2260.6,1342.78,3484.87,717.76,457.64,939.53,312.52,366.3,130.21,160.46,762.18,365.73,9034.9,2560.15,597.01,6946.13,194.49,2131.99,3387.76,4215.03,686.06,5583.73,576.8,3331.88,441.24,783.9,1145.74,270.5,440.39,1361.31,254.09,2156.89,1232.91,2671.97,410.51,158.16,479.61
2017-03-02,1631.44,1044.1,582.4,1266.32,1192.63,880.31,1266.78,306.76,758.77,664.69,399.4,698.58,514.19,2304.7,1361.31,3485.24,710.08,455.25,941.55,306.76,372.55,131.02,160.52,774.7,372.13,9104.73,2595.48,594.79,7087.77,198.45,2122.42,3446.94,4259.14,683.93,5568.37,571.34,3288.2,450.35,788.72,1145.84,269.82,429.88,1380.76,259.61,2187.96,1226.47,2680.05,410.22,160.9,484.47
2017-03-03,1622.88,1058.46,577.82,1245.61,1174.01,885.51,1287.72,299.53,776.69,675.98,401.52,693.63,501.58,2312.73,1343.69,3517.08,715.36,459.25,933.3,307.45,371.93,132.13,160.27,778.67,381.79,9072.99,2586.9,588.39,7189.39,199.33,2089.0,3429.25,4250.11,694.97,5561.05,564.36,3297.76,447.14,791.34,1146.07,268.94,433.55,1349.51,256.07,2172.32,1204.04,2665.56,400.87,159.32,485.79
2017-03-06,1592.82,1058.97,562.56,1242.9,1162.48,881.06,1276.39,292.18,762.29,657.54,405.11,677.2,489.83,2366.51,1324.59,3491.42,706.18,453.54,931.49,306.03,353.95,128.53,158.84,767.04,382.36,8974.53,2570.0,584.93,7082.0,200.01,2051.61,3365.15,4202.26,678.28,5396.5,557.0,3228.87,451.89,784.72,1129.88,264.97,427.28,1347.25,251.74,2154.09,1192.39,2643.15,397.53,160.85,462.27
2017-03-07,1580.08,1032.18,562.3,1249.95,1153.06,865.08,1271.83,290.09,764.62,661.09,404.09,664.03,479.79,2349.75,1329.49,3379.4,695.06,455.04,933.93,289.38,360.02,129.52,159.01,763.89,377.94,9028.39,2538.41,581.31,7083.55,195.83,2028.54,3321.27,4231.51,675.06,5340.15,553.58,3148.52,455.07,782.97,1124.27,263.68,421.71,1335.38,251.93,2156.3,1193.59,2657.7,398.7,158.37,457.15
2017-03-08,1568.34,1014.73,566.61,1243.02,1138.89,842.08,1258.93,291.66,746.78,658.75,400.19,686.11,462.34,2355.51,1345.03,3356.19,676.29,455.38,926.07,282.1,361.87,128.07,157.43,760.88,371.85,9103.77,2528.56,576.63,6971.44,195.08,1999.84,3245.67,4106.76,653.55,5218.46,540.3,3096.62,440.08,771.26,1117.62,268.63,412.87,1329.3,256.01,2160.6,1181.78,2633.81,384.83,155.2,454.08
2017-03-09,1579.78,1024.87,569.92,1271.67,1157.51,853.02,1262.76,292.03,754.19,677.78,401.72,684.81,472.25,2368.56,1382.51,3303.58,669.31,460.44,950.2,282.71,365.86,129.05,158.67,756.08,374.59,9127.9,2504.44,574.14,6889.29,193.36,1973.27,3221.12,4086.48,649.06,5223.5,545.6,3100.3,434.7,777.97,1109.15,265.94,417.18,1331.43,252.07,2135.81,1159.85,2617.64,379.35,156.97,453.18
2017-03-10,1536.54,1021.22,569.5,1263.8,1156.73,846.48,1268.69,297.6,742.37,681.9,403.71,684.27,467.4,2323.06,1388.69,3316.99,677.2,465.21,968.3,282.21,366.8,129.01,161.38,752.09,378.8,9170.0,2493.21,565.43,6854.48,191.44,1994.71,3208.35,4047.76,661.58,5243.75,559.65,3067.2,436.0,789.05,1106.18,267.27,417.96,1352.37,248.35,2164.53,1167.22,2647.24,381.42,158.9,452.87
2017-03-13,1550.83,1050.21,572.16,1267.47,1160.06,862.98,1261.09,303.63,751.84,707.16,407.51,681.57,481.99,2369.45,1388.23,3333.75,672.57,470.79,1001.63,282.95,371.24,130.25,162.89,774.93,379.86,9377.77,2566.67,583.1,6849.79,191.16,2025.28,3223.63,4038.16,661.94,5228.0,567.35,3126.61,451.74,791.31,1114.14,268.19,410.0,1390.45,241.39,2232.11,1179.41,2636.17,382.06,159.88,451.99
2017-03-14,1543.37,1057.77,566.33,1269.07,1173.47,862.63,1273.2,302.83,755.82,708.76,414.12,700.58,473.3,2378.7,1375.87,3352.56,693.69,470.47,992.24,280.52,368.08,132.55,162.38,779.71,383.04,9596.76,2612.85,590.09,6887.59,194.02,2021.46,3212.89,4049.37,665.62,5232.0,561.76,3120.14,460.81,785.4,1126.27,269.18,421.27,1380.87,244.75,2249.08,1201.14,2607.34,378.5,164.71,443.61
2017-03-15,1556.11,1049.05,563.36,1280.27,1170.45,870.75,1272.71,308.34,745.78,702.41,403.92,693.37,481.24,2357.59,1372.86,3333.64,682.06,465.94,973.64,284.79,375.53,132.6,164.4,772.9,381.96,9528.39,2635.53,588.83,6823.68,197.32,2016.41,3207.5,4054.92,665.24,5155.88,566.0,3140.12,460.22,774.69,1122.56,271.94,416.49,1389.0,245.51,2280.57,1187.2,2643.52,375.65,165.4,435.05
2017-03-16,1575.53,1053.82,560.82,1279.28,1159.67,895.99,1299.64,311.96,750.27,707.93,409.41,690.73,479.25,2310.78,1406.12,3333.23,695.53,470.84,991.8,290.16,374.86,130.71,165.02,778.55,380.93,9576.91,2659.29,593.17,6831.33,193.61,2041.5,3230.48,4057.49,678.22,5201.82,566.33,3169.66,461.73,790.41,1131.9,271.51,422.03,1401.57,246.67,2277.58,1208.17,2639.73,381.91,167.41,444.28
2017-03-17,1553.04,1039.82,560.25,1293.73,1136.32,887.08,1272.04,305.67,735.13,701.57,407.17,686.95,489.94,2314.73,1404.86,3348.6,684.34,472.26,960.34,282.85,373.58,129.69,163.89,767.68,374.36,9504.96,2596.95,580.92,6819.75,188.84,1978.81,3132.66,4032.72,676.34,5149.89,562.49,3160.19,458.86,772.83,1108.1,265.04,411.96,1385.3,242.8,2236.35,1200.6,2652.19,371.39,165.41,439.22
2017-03-20,1559.3,1031.93,557.71,1294.81,1137.24,899.07,1297.32,307.03,738.67,702.7,414.92,673.18,492.18,2220.5,1406.75,3332.34,683.31,457.81,947.18,286.07,376.89,130.74,162.76,770.62,371.19,9538.25,2603.47,585.57,6753.18,190.52,1983.09,3129.52,4074.51,668.0,5203.38,559.82,3099.14,461.65,776.96,1113.74,266.15,409.68,1400.16,246.8,2239.44,1204.19,2683.07,380.21,167.37,434.53
2017-03-21,1542.5,1048.3,555.65,1310.08,1153.58,904.0,1296.31,308.77,748.67,704.04,413.66,670.49,506.33,2304.6,1418.02,3388.11,687.24,458.17,956.56,284.08,390.48,131.37,163.18,777.32,371.49,9707.08,2612.55,591.27,6871.75,188.28,2011.52,3110.49,4042.49,672.27,5223.34,566.92,3021.54,473.15,774.36,1101.43,269.74,396.78,1429.96,250.8,2235.35,1212.55,2653.37,384.67,168.14,441.64
2017-03-22,1548.64,1054.18,567.49,1309.33,1148.99,917.71,1295.57,304.98,742.56,695.17,398.89,668.29,495.29,2303.01,1424.73,3364.43,669.29,454.75,954.15,283.6,380.77,130.34,161.69,782.68,368.1,9663.29,2566.86,579.54,6702.71,188.14,2029.42,3066.44,3887.39,665.6,5235.46,558.47,3006.3,473.05,766.86,1087.32,267.07,400.56,1420.22,248.61,2215.7,1192.12,2601.44,384.35,166.79,438.87
2017-03-23,1554.43,1067.37,579.54,1312.65,1170.38,906.56,1304.48,305.05,745.13,692.89,410.57,680.18,490.3,2285.05,1450.03,3354.42,670.79,455.53,971.57,285.62,376.66,130.15,161.89,784.44,374.34,9764.43,2590.19,593.49,6646.64,192.56,2028.96,3034.07,3992.6,663.28,5329.07,565.84,2988.44,472.05,778.97,1087.95,269.66,403.72,1405.5,247.8,2278.55,1223.38,2660.56,386.96,166.58,457.61
2017-03-24,1548.49,1074.36,574.38,1332.62,1175.94,917.6,1312.78,308.95,750.1,688.91,411.98,676.68,484.26,2344.43,1433.84,3346.79,676.45,461.26,980.66,288.28,384.04,131.61,162.77,779.1,377.37,9814.59,2603.58,596.58,6638.78,189.86,2035.49,3031.99,4060.02,662.89,5363.04,557.31,3018.9,475.83,783.37,1073.28,267.88,403.2,1411.07,253.01,2307.25,1243.72,2641.09,386.17,167.35,447.45
2017-03-27,1563.82,1059.14,567.23,1272.78,1163.38,910.44,1327.38,303.67,742.5,664.79,405.88,668.89,478.88,2379.64,1448.51,3388.55,691.78,461.58,960.35,284.74,379.48,130.28,158.38,771.15,373.18,9727.76,2601.28,602.34,6568.55,182.65,2038.7,2969.88,4062.54,659.46,5329.65,556.2,3026.5,473.52,764.53,1076.13,264.77,404.14,1416.79,249.81,2305.55,1220.58,2632.21,376.59,165.74,451.22
2017-03-28,1576.52,1070.68,568.98,1274.2,1170.38,923.09,1341.18,304.51,742.71,673.97,401.81,667.85,476.46,2387.97,1496.98,3440.49,692.06,466.15,968.19,285.41,374.45,131.0,157.68,789.6,371.89,9641.54,2614.34,609.22,6564.69,184.91,2058.13,2971.91,4038.15,667.12,5326.18,553.06,3014.27,476.46,765.24,1096.05,272.07,406.08,1403.38,251.27,2346.03,1221.17,2650.65,381.78,166.84,451.21
2017-03-29,1589.46,1087.86,576.21,1305.56,1197.52,935.41,1357.33,310.62,772.68,690.93,409.93,671.29,485.16,2478.13,1506.95,3490.31,705.31,477.43,1006.45,295.35,380.71,132.51,160.11,798.75,375.76,9723.17,2639.58,617.89,6555.25,184.36,2087.98,3040.43,4202.53,681.8,5451.2,559.46,3015.14,488.79,777.51,1113.34,274.76,424.11,1442.28,260.01,2406.64,1243.63,2638.17,400.21,167.82,463.08
2017-03-30,1582.2,1113.4,573.99,1283.83,1196.43,941.81,1355.25,308.73,773.63,694.37,418.39,647.25,486.95,2460.37,1491.87,3560.31,706.66,482.28,1025.5,305.59,377.27,134.37,162.32,797.73,376.16,9819.34,2600.51,624.32,6500.82,184.9,2063.03,3093.43,4213.02,689.17,5483.06,568.43,2953.91,479.88,777.31,1106.37,276.94,421.1,1462.31,258.23,2398.27,1273.54,2627.42,396.31,166.48,463.86
2017-03-31,1597.24,1103.98,585.44,1280.14,1188.32,943.0,1351.42,308.76,760.41,702.92,424.35,653.28,489.17,2429.2,1494.51,3590.85,706.16,471.41,1038.4,306.46,378.23,132.94,161.31,797.72,383.32,9763.37,2594.25,632.06,6384.89,186.31,2063.2,3127.51,4223.44,689.14,5570.96,562.79,2912.33,471.78,785.28,1095.5,273.53,414.08,1478.3,251.96,2397.57,1277.38,2653.32,393.33,170.6,470.71
2017-04-03,1602.16,1095.36,586.74,1272.55,1191.25,908.58,1332.69,304.78,773.01,701.56,421.4,650.13,490.28,2428.2,1514.65,3611.56,719.27,472.52,1038.86,302.05,375.51,132.25,158.95,789.24,386.73,9713.33,2604.4,632.62,6449.43,185.42,2035.8,3195.83,4282.83,684.72,5540.83,561.24,2865.74,472.47,785.19,1104.29,264.13,420.04,1478.84,263.05,2421.23,1278.21,2661.76,391.3,167.5,477.63
2017-04-04,1596.04,1071.79,583.93,1261.99,1173.98,919.64,1328.2,298.03,767.94,697.56,403.52,657.96,476.39,2379.74,1535.44,3587.68,719.96,466.81,1042.72,300.31,384.63,134.92,160.89,781.17,386.63,9681.51,2588.74,624.04,6407.66,183.96,2046.35,3225.84,4260.52,673.11,5514.0,567.44,2856.25,474.64,782.2,1094.81,263.88,417.73,1456.61,256.87,2369.04,1273.71,2621.88,390.63,167.92,485.97
2017-04-05,1580.27,1070.93,581.03,1254.66,1196.32,898.33,1355.02,306.7,760.81,701.69,398.21,666.83,472.55,2450.07,1547.62,3552.86,733.36,472.65,1043.1,303.62,377.1,134.56,161.86,781.89,393.85,9634.11,2601.08,623.25,6498.72,192.37,2035.06,3243.63,4296.71,686.68,5478.65,579.55,2905.63,487.35,794.11,1111.07,269.31,422.09,1444.94,259.98,2421.24,1292.32,2725.96,395.64,173.71,484.66
2017-04-06,1556.22,1045.08,571.51,1232.51,1205.79,881.55,1364.64,308.83,736.15,698.65,391.09,671.0,462.79,2437.43,1527.34,3535.1,735.68,463.64,1054.3,308.19,380.46,130.42,160.75,767.52,399.32,9734.16,2570.56,613.92,6413.94,191.17,2015.36,3230.14,4292.27,688.46,5412.43,569.95,2869.89,480.03,793.06,1106.14,263.65,424.46,1461.67,259.42,2451.4,1296.73,2697.35,385.53,172.09,468.55
2017-04-07,1555.01,1065.55,571.26,1239.26,1210.29,892.88,1385.16,309.36,729.13,700.96,396.86,667.38,469.98,2459.69,1521.54,3564.08,723.27,460.22,1052.72,313.0,391.14,133.25,163.32,757.19,397.56,9791.73,2553.8,612.47,6331.82,188.01,2037.64,3283.59,4343.27,686.88,5478.48,579.26,2843.33,480.27,794.15,1092.65,262.5,435.92,1457.2,260.17,2463.95,1294.27,2737.52,381.24,175.05,480.25
2017-04-10,1548.19,1075.62,564.42,1248.36,1213.52,896.39,1391.97,311.91,730.64,688.67,390.32,677.45,459.69,2406.71,1471.57,3456.05,728.56,460.04,1053.34,314.28,392.7,131.66,161.83,758.76,404.47,9621.09,2528.78,603.33,6379.15,188.57,2049.37,3324.15,4377.88,672.56,5398.97,574.94,2844.1,483.2,787.28,1097.65,258.24,438.4,1437.72,254.8,2439.52,1308.75,2737.69,385.36,175.57,483.47
2017-04-11,1556.88,1080.03,560.13,1261.64,1219.49,913.75,1369.33,316.1,737.49,683.47,392.3,663.56,469.74,2350.4,1491.36,3381.04,724.57,458.44,1065.35,318.39,395.3,132.3,164.17,756.19,406.93,9598.97,2565.13,601.55,6380.41,196.26,2076.24,3360.76,4434.34,684.51,5466.38,583.78,2865.2,491.17,784.14,1100.41,260.22,439.13,1446.39,254.32,2471.95,1318.52,2752.33,393.32,177.61,483.58
2017-04-12,1563.4,1074.0,569.64,1284.9,1247.73,924.54,1368.85,315.76,730.92,686.5,397.38,676.49,479.68,2355.45,1521.36,3493.92,728.52,442.61,1087.65,324.49,404.28,132.02,162.27,764.29,408.75,9687.79,2574.41,606.13,6491.68,195.61,2085.57,3408.33,4488.69,686.38,5592.33,589.09,2834.49,486.5,780.51,1099.89,255.64,445.15,1468.85,256.84,2453.58,1318.77,2774.08,391.03,179.49,486.1
2017-04-13,1573.91,1064.23,579.62,1291.59,1234.41,946.72,1389.07,323.01,747.17,702.71,399.12,694.91,487.35,2384.51,1563.22,3544.81,742.28,447.63,1106.83,327.69,409.03,135.01,163.94,757.56,404.3,9800.2,2600.84,604.56,6560.39,199.73,2037.63,3465.11,4472.82,699.06,5618.7,602.92,2872.67,483.42,800.16,1117.53,254.17,447.6,1487.23,256.9,2517.49,1327.94,2799.2,390.29,176.3,499.55
2017-04-14,1596.74,1051.8,574.93,1306.61,1232.33,953.17,1377.7,318.3,745.7,706.57,406.78,676.24,485.44,2426.3,1492.53,3547.62,741.35,447.38,1088.51,331.26,415.28,133.71,161.88,760.21,398.34,9699.66,2613.14,602.0,6670.29,198.57,2065.96,3471.69,4472.97,702.17,5566.07,600.11,2895.31,479.28,812.45,1100.04,249.48,451.24,1484.27,257.43,2530.46,1310.65,2717.07,391.12,175.96,504.42
2017-04-17,1601.34,1053.26,579.72,1279.13,1212.33,927.85,1369.53,321.27,741.23,701.46,413.36,674.93,486.07,2458.06,1514.41,3566.19,736.31,452.11,1073.29,331.56,415.95,134.47,161.46,765.12,404.17,9629.98,2610.12,603.01,6540.07,197.19,2040.11,3423.15,4496.73,692.7,5646.41,596.52,2905.67,487.13,820.44,1080.38,248.42,450.67,1497.73,259.36,2551.82,1324.03,2704.64,391.9,181.5,509.72
2017-04-18,1613.62,1039.95,580.92,1294.79,1213.4,926.2,1367.15,313.44,730.86,724.24,402.03,665.03,501.78,2424.12,1499.97,3567.86,732.4,443.91,1071.93,334.58,410.13,131.88,161.98,766.63,405.31,9600.43,2574.22,599.21,6618.42,194.27,1989.33,3406.25,4471.27,696.22,5533.37,602.6,2906.67,486.88,817.68,1072.49,250.45,443.61,1480.29,252.41,2547.6,1326.73,2705.31,388.32,178.12,508.38
2017-04-19,1615.43,1058.32,572.2,1307.75,1183.38,915.99,1364.99,311.47,730.73,729.75,394.87,653.35,498.38,2451.23,1492.99,3578.72,734.79,444.57,1080.65,330.99,420.91,131.78,162.79,770.05,403.42,9604.87,2578.38,600.49,6506.81,201.14,1962.92,3440.52,4502.58,699.61,5474.44,604.1,2884.01,496.38,819.03,1077.78,249.55,457.33,1477.97,256.0,2541.55,1311.55,2631.81,389.26,173.89,507.14
2017-04-20,1622.41,1079.59,565.31,1286.98,1192.05,941.2,1381.37,307.37,724.32,736.2,395.66,664.75,485.26,2472.41,1474.87,3542.3,741.05,447.92,1092.37,328.65,422.01,131.72,164.59,776.87,406.04,9597.85,2583.18,598.88,6498.27,202.44,1924.86,3457.13,4465.3,704.2,5452.52,598.91,2908.42,496.8,822.85,1078.66,250.65,455.75,1498.61,257.85,2537.62,1333.94,2656.84,394.3,174.46,508.29
2017-04-21,1634.23,1082.99,568.84,1298.52,1222.76,936.53,1375.33,310.28,728.48,757.49,385.25,666.6,485.64,2478.17,1455.89,3641.71,752.64,459.05,1110.5,333.48,421.68,131.94,164.43,785.84,405.12,9626.8,2583.69,606.06,6515.02,198.05,1939.79,3532.49,4467.65,701.86,5523.11,603.92,2833.31,499.3,823.42,1091.63,252.07,464.05,1494.83,252.29,2540.57,1371.29,2671.76,393.55,175.28,514.75
2017-04-24,1629.11,1071.6,568.51,1289.43,1208.58,941.52,1327.78,313.28,718.5,738.33,387.16,657.09,481.57,2401.12,1472.18,3620.51,752.98,460.04,1115.66,333.42,417.03,131.9,162.8,786.83,403.12,9641.09,2530.69,609.35,6399.9,199.12,1934.01,3495.91,4456.39,698.39,5464.7,602.34,2793.39,493.38,821.74,1082.54,251.19,465.19,1497.47,251.92,2482.09,1380.17,2649.53,394.9,174.88,531.16
2017-04-25,1652.49,1071.59,564.22,1295.84,1195.42,929.35,1319.8,318.48,739.35,737.76,392.34,662.04,496.65,2413.28,1524.48,3603.91,755.77,471.7,1112.62,338.11,412.35,131.15,162.74,793.6,406.29,9535.67,2511.58,609.37,6464.4,193.88,1930.97,3499.55,4431.81,697.03,5531.24,598.87,2818.35,499.85,828.49,1092.99,255.77,460.62,1539.67,246.86,2557.63,1381.37,2659.8,384.47,177.15,541.8
2017-04-26,1653.19,1101.32,566.5,1309.6,1216.37,936.65,1348.63,319.18,737.88,737.47,397.07,657.03,510.96,2423.12,1554.5,3708.49,756.71,482.45,1124.12,344.05,410.1,131.71,163.44,800.37,413.18,9618.57,2556.13,612.19,6394.75,199.4,1903.29,3522.43,4455.41,700.94,5568.91,609.36,2852.65,510.72,833.8,1101.69,263.64,465.19,1552.87,253.03,2593.18,1383.42,2658.46,386.19,181.52,540.84
2017-04-27,1667.18,1094.74,572.27,1301.26,1213.57,939.4,1354.47,315.35,738.33,739.65,395.52,660.01,510.89,2449.36,1593.52,3653.59,749.22,482.95,1134.09,361.22,414.39,132.97,160.7,809.71,412.0,9482.46,2556.52,615.12,6533.11,196.58,1925.93,3590.95,4486.44,698.88,5572.85,609.17,2855.6,510.34,823.6,1113.53,266.54,458.88,1574.18,246.52,2591.94,1376.68,2672.37,386.76,183.53,546.22
2017-04-28,1694.94,1122.5,590.41,1335.99,1245.07,934.07,1365.45,331.86,746.32,747.98,392.51,664.59,509.45,2472.13,1621.53,3675.08,740.9,481.79,1129.23,370.6,423.37,136.12,163.14,818.82,414.15,9508.84,2578.55,619.98,6579.39,199.01,1928.3,3717.63,4456.11,707.52,5677.27,620.44,2865.13,511.84,842.79,1137.61,274.41,469.8,1606.02,254.82,2629.86,1404.66,2705.18,396.17,188.2,550.43
2017-05-01,1657.13,1116.97,587.8,1329.17,1254.44,925.52,1381.1,343.28,756.73,750.12,395.87,677.18,522.64,2450.26,1660.06,3682.2,726.67,476.58,1142.17,369.56,419.67,134.7,163.2,803.46,408.82,9419.06,2609.69,620.18,6501.8,200.44,1904.28,3749.76,4393.86,702.87,5670.38,618.45,2837.12,504.14,849.54,1131.64,276.0,457.16,1617.97,259.6,2579.16,1399.12,2660.7,403.35,187.58,527.16
2017-05-02,1642.0,1114.43,582.13,1297.62,1256.64,922.09,1350.1,335.11,747.72,749.63,384.91,677.33,515.87,2449.63,1650.33,3726.25,714.46,483.74,1089.37,365.74,414.02,133.0,160.33,797.05,409.44,9290.89,2573.4,624.03,6413.88,199.93,1887.53,3720.35,4379.16,684.13,5692.55,619.41,2879.27,499.87,854.85,1114.09,271.05,451.77,1584.46,254.76,2568.15,1389.85,2615.06,407.1,191.41,519.25
2017-05-03,1604.59,1092.83,573.21,1283.45,1243.2,924.89,1351.54,334.59,723.95,747.41,377.27,664.14,504.43,2436.22,1647.9,3643.61,707.88,483.2,1065.05,359.92,404.98,129.97,158.2,795.6,400.7,9342.79,2527.48,614.26,6400.63,198.22,1840.89,3663.0,4336.94,659.15,5622.18,613.97,2823.53,490.99,854.78,1119.21,272.24,445.81,1594.17,251.5,2569.55,1373.79,2550.18,397.95,186.1,505.96
2017-05-04,1612.84,1099.96,588.16,1289.01,1282.54,945.68,1372.47,332.86,736.73,752.19,370.88,656.16,521.93,2465.38,1655.99,3675.1,705.33,497.6,1085.97,364.47,411.51,129.19,159.06,809.69,408.65,9447.29,2574.38,623.44,6402.68,208.64,1868.69,3726.01,4415.6,666.68,5648.99,611.31,2908.59,487.97,873.5,1118.62,272.34,446.8,1612.19,250.18,2660.01,1394.41,2499.57,395.31,183.62,499.02
2017-05-05,1618.93,1105.36,594.61,1305.58,1301.07,952.37,1392.35,328.74,722.75,760.58,358.35,658.41,518.41,2485.38,1663.09,3702.21,701.0,501.36,1089.7,370.95,409.29,129.94,159.7,803.04,420.78,9434.39,2572.79,628.21,6312.62,212.75,1906.33,3766.09,4476.81,669.69,5606.35,616.63,2968.13,489.91,867.8,1109.16,272.19,455.82,1641.05,256.94,2635.08,1367.99,2489.86,388.79,183.65,500.79
2017-05-08,1600.46,1101.0,591.02,1288.43,1294.29,961.06,1399.98,329.1,734.81,756.18,359.44,654.36,515.91,2478.95,1677.32,3670.61,714.01,503.49,1108.69,372.57,413.48,130.84,156.37,803.8,424.05,9404.21,2553.67,624.37,6396.32,215.42,1933.97,3763.63,4509.61,671.23,5617.47,616.76,3044.01,496.77,876.76,1090.09,272.11,465.54,1610.08,254.67,2595.8,1380.38,2434.01,385.46,183.02,508.59
2017-05-09,1603.19,1118.58,597.09,1323.44,1287.44,949.19,1418.12,330.5,742.78,744.97,354.89,660.3,519.0,2479.12,1647.56,3718.36,730.03,506.66,1101.78,367.53,419.56,131.11,156.97,802.44,425.98,9366.18,2540.92,626.93,6323.42,223.14,1906.73,3757.88,4521.37,674.64,5643.37,613.78,3010.17,495.79,864.55,1089.22,273.9,473.35,1589.25,250.93,2571.57,1384.06,2497.99,385.45,186.83,512.1
